Designator,Footprint,Quantity,Value,LCSC Part #
"J1, J2",PinSocket_1x04_P2.54mm_Vertical,2,Conn_01x04_Pin,
U1,SO-8_3.9x4.9mm_P1.27mm,1,HCPL-063L,
